_id,slot,defense,max_defense,fire_res,thunder_res,dragon_res,water_res,ice_res,gender,hunter_type,num_slots
1311248,Head,56,70,0,0,0,0,0,0,0,1
1311249,Head,28,42,0,0,0,0,0,0,1,1
1311250,Head,56,70,2,2,1,-1,-1,0,0,1
1311251,Head,28,42,2,2,2,-1,-1,0,1,1
1311252,Head,60,74,2,2,1,-1,-1,2,0,1
1311253,Head,30,44,2,2,2,-1,-1,2,1,1
1311254,Head,66,80,2,-2,2,2,-2,2,0,1
1311255,Head,33,47,2,-2,3,2,-2,2,1,1
1311256,Head,66,80,2,2,2,-2,-2,2,0,1
1311257,Head,33,47,3,2,2,-2,-2,2,1,1
1311258,Head,66,80,2,2,-5,2,2,0,0,0
1311259,Head,33,47,2,2,-5,2,3,0,1,0
1311260,Head,66,80,-2,2,-2,2,2,2,0,0
1311261,Head,33,47,-2,3,-2,2,2,2,1,0
1311262,Head,64,78,4,-3,-4,0,0,2,0,1
1311263,Head,32,46,6,-3,-4,0,0,2,1,1
1311264,Head,64,78,5,-4,-4,0,0,2,0,0
1311265,Head,32,46,6,-4,-4,0,0,2,1,0
1311266,Head,64,78,2,-4,-3,0,0,2,0,0
1311267,Head,32,46,4,-4,-3,0,0,2,1,0
1311268,Head,68,82,-2,0,-4,2,2,0,0,2
1311269,Head,68,82,-2,0,-4,2,2,0,0,2
1311270,Head,34,48,-2,0,-3,2,2,0,1,2
1311271,Head,34,48,-2,0,-3,2,2,0,1,2
1311272,Head,72,86,-2,0,-4,2,2,0,0,2
1311273,Head,72,86,-2,0,-4,2,2,0,0,2
1311274,Head,36,50,-2,0,-3,2,2,0,1,2
1311275,Head,36,50,-2,0,-3,2,2,0,1,2
1311276,Head,64,78,-2,0,-4,2,2,2,0,0
1311277,Head,64,78,-2,0,-4,2,2,1,0,0
1311278,Head,32,46,-2,0,-3,2,2,2,1,2
1311279,Head,32,46,-2,0,-3,2,2,1,1,2
1311280,Head,72,86,-1,-2,-3,2,3,0,0,0
1311281,Head,36,50,-1,-2,-3,2,5,0,1,0
1311282,Head,76,90,-1,-2,-3,2,3,0,0,0
1311283,Head,38,52,-1,-2,-3,2,5,0,1,0
1311284,Head,68,82,-1,-2,-3,2,3,2,0,0
1311285,Head,34,48,-1,-2,-3,2,5,2,1,1
1311286,Head,56,70,-5,0,-3,1,2,0,0,2
1311287,Head,28,42,-4,0,-3,1,2,0,1,2
1311288,Head,60,74,-5,0,-3,1,2,2,0,0
1311289,Head,30,44,-4,0,-3,1,2,2,1,0
1311290,Head,66,80,4,1,-3,-4,-1,0,0,0
1311291,Head,33,47,4,1,-3,-3,-1,0,1,0
1311292,Head,70,84,4,1,-3,-4,-1,0,0,0
1311293,Head,35,49,4,1,-3,-3,-1,0,1,0
1311294,Head,66,80,2,-4,4,-6,0,0,0,1
1311295,Head,33,47,2,-4,4,-5,0,0,1,1
1311296,Head,70,84,2,-4,4,-6,0,2,0,0
1311297,Head,35,49,2,-4,4,-5,0,2,1,0
1311298,Head,62,76,2,-4,4,-6,0,2,0,0
1311299,Head,31,45,2,-4,4,-5,0,2,1,0
1311300,Head,64,78,2,-6,4,-4,0,0,0,0
1311301,Head,32,46,2,-5,4,-4,0,0,1,0
1311302,Head,68,82,2,-6,4,-4,0,2,0,0
1311303,Head,34,48,2,-5,4,-4,0,2,1,0
1311304,Head,70,84,2,3,2,1,-6,0,0,0
1311305,Head,35,49,2,3,2,1,-5,0,1,0
1311306,Head,70,84,-2,-5,-2,-2,-2,0,0,0
1311307,Head,35,49,-2,-4,-2,-2,-2,0,1,1
1311308,Head,66,80,-2,-5,-2,-2,-2,2,0,3
1311309,Head,33,47,-2,-4,-2,-2,-2,2,1,3
1311310,Head,74,88,4,-3,-5,0,2,0,0,0
1311311,Head,37,51,4,-3,-4,0,2,0,1,0
1311312,Head,70,84,4,-3,-5,0,2,2,0,1
1311313,Head,35,49,4,-3,-4,0,2,2,1,1
1311314,Head,80,94,-4,-3,-2,0,4,0,0,0
1311315,Head,40,54,-4,-3,-2,0,4,0,1,0
1311316,Head,70,84,-3,0,-5,4,0,2,0,0
1311317,Head,35,49,-3,0,-5,5,0,2,1,0
1311318,Head,66,80,-3,0,-5,4,0,2,0,1
1311319,Head,33,47,-3,0,-5,5,0,2,1,1
1311320,Head,70,84,-1,-1,-2,-1,-1,2,0,1
1311321,Head,35,49,-1,-1,-1,-1,-1,2,1,1
1311322,Head,70,84,0,1,-4,2,1,2,0,1
1311323,Head,35,49,0,1,-3,2,1,2,1,1
1311324,Head,76,90,0,0,-4,0,0,0,0,0
1311325,Head,38,52,0,0,-4,0,0,0,1,0
1311326,Head,72,86,0,0,-4,0,0,2,0,1
1311327,Head,36,50,0,0,-4,0,0,2,1,1
1311329,Head,20,34,2,2,2,2,2,0,2,0
1311330,Head,20,34,0,0,0,0,0,0,2,0
1311331,Head,20,34,0,0,0,0,0,0,2,0
1311332,Head,20,34,0,0,0,0,0,0,2,0
1311333,Head,20,34,0,0,0,0,0,0,2,0
1311334,Head,20,34,0,0,0,0,0,0,2,0
1311335,Head,44,60,1,1,3,1,1,2,0,0
1311336,Head,22,38,2,2,3,2,2,2,1,0
1311337,Head,26,46,-2,1,0,2,-1,2,0,0
1311338,Head,13,33,-2,1,0,3,-1,2,1,0
1311339,Head,22,42,-4,-2,0,3,4,2,0,0
1311340,Head,11,31,-4,-2,0,3,5,2,1,0
1311341,Head,30,50,0,-4,0,4,0,2,0,0
1311342,Head,15,35,0,-4,0,5,0,2,1,0
1311343,Head,30,50,4,-1,-3,0,0,2,0,0
1311344,Head,15,35,4,-1,-3,1,1,2,1,0
1311345,Head,52,72,3,-2,0,-3,0,2,0,0
1311346,Head,26,46,4,-2,1,-3,1,2,1,0
1311347,Head,44,64,-2,-3,0,1,0,2,0,0
1311348,Head,22,42,-2,-3,1,1,1,2,1,0
1311349,Head,70,90,4,1,-2,-4,1,2,0,0
1311350,Head,35,55,5,1,-2,-4,1,2,1,0
1311351,Head,66,86,2,2,0,-4,-2,2,0,0
1311352,Head,33,53,3,3,0,-4,-2,2,1,0
1311353,Head,68,88,5,-2,-3,0,0,2,0,0
1311354,Head,34,54,5,-2,-3,1,1,2,1,0
1311355,Head,68,88,0,4,1,0,-3,2,0,0
1311356,Head,34,54,0,5,1,0,-3,2,1,0
1311357,Head,70,90,2,-4,-2,1,1,2,0,0
1311358,Head,35,55,3,-4,-2,1,1,2,1,0
1311359,Head,70,90,4,1,0,-3,-2,2,0,0
1311360,Head,35,55,4,1,0,-3,-2,2,1,0
1311361,Head,24,40,4,2,0,0,4,0,2,2
1311364,Head,60,74,3,3,3,0,0,2,0,0
1311365,Head,30,44,3,3,3,1,1,2,1,1
1311378,Head,70,84,4,4,4,4,4,2,0,0
1311379,Head,35,49,5,5,5,5,5,2,1,1
1311380,Head,66,80,4,4,4,4,4,2,0,0
1311381,Head,33,47,5,5,5,5,5,2,1,0
1311382,Head,68,82,1,1,1,1,1,2,0,0
1311383,Head,34,48,2,2,2,2,2,2,1,0
1311384,Head,52,66,0,0,0,0,0,2,0,0
1311385,Head,26,40,0,0,0,0,0,2,1,0
1311386,Head,56,70,-4,-4,-4,-4,-4,2,0,0
1311387,Head,28,42,-3,-3,-3,-3,-3,2,1,0
1311388,Head,54,68,0,4,1,-1,-2,2,0,1
1311389,Head,27,41,0,5,1,-1,-2,2,1,1
1311390,Head,24,44,1,1,1,1,1,2,0,0
1311391,Head,12,32,2,2,2,2,2,2,1,1
1311392,Head,56,70,1,1,1,1,1,0,0,2
1311393,Head,28,42,2,2,2,2,2,0,1,2
1311394,Head,64,78,0,0,0,0,0,2,0,0
1311395,Head,32,46,0,0,0,0,0,2,1,0
1311396,Head,52,66,1,1,1,1,1,2,0,0
1311397,Head,26,40,2,2,2,2,2,2,1,1
1311402,Head,64,78,2,2,2,2,2,2,0,1
1311403,Head,32,46,3,3,3,3,3,2,1,1
1311404,Head,64,78,4,4,-4,4,4,2,0,0
1311405,Head,32,46,5,5,-3,5,5,2,1,1
1311406,Head,48,62,4,4,-4,4,4,1,0,0
1311407,Head,24,38,5,5,-3,5,5,1,1,1
1311408,Head,66,80,2,2,2,2,2,2,0,0
1311409,Head,33,47,3,3,3,3,3,2,1,0
1311410,Head,66,80,2,2,2,2,2,1,0,0
1311411,Head,33,47,3,3,3,3,3,1,1,0
1311414,Head,14,34,-3,0,0,1,2,0,0,0
1311415,Head,7,27,-3,0,0,2,3,0,1,0
1311416,Head,26,46,-3,-1,2,1,3,1,0,2
1311417,Head,13,33,-3,-1,2,1,4,1,1,2
1311418,Head,22,42,1,1,1,1,1,1,0,3
1311419,Head,11,31,1,1,1,1,1,1,1,3
1311420,Head,12,28,0,1,0,1,0,0,1,1
1311421,Head,12,28,0,1,0,0,1,0,1,3
1311422,Head,36,52,-3,0,0,1,2,0,0,0
1311423,Head,18,34,-3,0,0,2,3,0,1,0
1311424,Head,66,80,-3,-1,2,1,3,1,0,2
1311425,Head,33,47,-3,-1,2,1,4,1,1,2
1311426,Head,50,64,0,0,0,0,0,1,0,1
1311427,Head,25,39,0,0,0,0,0,1,1,1
1311428,Head,50,64,0,0,0,0,0,1,0,1
1311429,Head,25,39,0,0,0,0,0,1,1,1
1311430,Head,56,70,1,1,1,1,1,1,0,3
1311431,Head,28,42,1,1,1,1,1,1,1,3
1311432,Head,64,78,1,1,1,1,1,2,0,0
1311433,Head,32,46,2,2,2,2,2,2,1,1
1311434,Head,24,44,1,1,1,1,1,1,0,1
1311435,Head,12,32,2,2,2,2,2,1,1,1
1311436,Head,64,78,1,1,1,1,1,1,0,1
1311437,Head,32,46,2,2,2,2,2,1,1,1
1311438,Head,60,74,2,2,2,2,2,2,0,2
1311439,Head,30,44,2,3,2,2,2,2,1,2
1311440,Head,62,76,3,0,3,0,0,2,0,0
1311441,Head,31,45,3,0,4,0,0,2,1,0
1311442,Head,64,78,4,4,-4,4,4,1,0,0
1311443,Head,32,46,5,5,-3,5,5,1,1,1
1311444,Head,48,62,4,4,-4,4,4,2,0,0
1311445,Head,24,38,5,5,-3,5,5,2,1,1
1376257,Body,1,25,0,0,0,0,0,0,2,0
1376258,Body,2,26,0,1,0,0,0,0,2,1
1376259,Body,2,26,0,0,0,1,0,2,2,1
1376260,Body,2,26,1,0,0,0,0,2,0,0
1376261,Body,1,25,2,0,0,0,0,2,1,0
1376262,Body,2,26,-1,0,0,0,2,2,2,0
1376263,Body,2,26,0,1,0,0,0,0,2,0
1376264,Body,2,26,1,0,2,0,0,0,2,1
1376265,Body,6,30,0,0,0,0,0,0,0,1
1376266,Body,3,27,0,0,0,0,0,0,1,1
1376267,Body,6,30,0,0,0,0,-1,0,0,0
1376268,Body,3,27,0,0,0,0,-1,0,1,0
1376271,Body,6,30,2,0,0,-2,0,2,0,2
1376272,Body,3,27,2,0,0,-2,0,2,1,2
1376279,Body,6,30,-2,0,0,0,0,0,0,0
1376280,Body,3,27,-2,0,0,0,0,0,1,0
1376281,Body,8,32,-2,0,0,0,0,2,0,0
1376282,Body,4,28,-2,1,1,1,1,2,1,0
1376283,Body,8,32,0,0,0,0,-2,0,0,0
1376284,Body,4,28,0,1,0,1,-2,0,1,0
1376285,Body,8,32,0,-1,0,0,2,2,0,0
1376286,Body,4,28,0,-1,0,0,3,2,1,0
1376287,Body,10,34,0,1,0,0,-2,0,0,0
1376288,Body,5,29,1,2,0,0,-2,0,1,0
1376289,Body,10,34,-2,1,2,1,1,0,0,1
1376290,Body,5,29,-2,2,3,2,2,0,1,1
1376291,Body,10,34,-1,-1,4,-1,-1,2,0,0
1376292,Body,5,29,-1,-1,6,-1,-1,2,1,0
1376293,Body,10,34,-2,0,2,0,0,0,0,1
1376294,Body,5,29,-2,1,3,1,1,0,1,1
1376297,Body,5,29,0,0,0,0,0,2,2,1
1376298,Body,12,36,2,0,0,0,-2,0,0,0
1376299,Body,6,30,3,0,0,0,-2,0,1,0
1376300,Body,12,36,0,-2,0,2,1,2,0,1
1376301,Body,6,30,0,-2,0,3,1,2,1,1
1376303,Body,14,38,-2,-2,0,0,0,0,0,0
1376304,Body,7,31,-2,-2,0,0,0,0,1,0
1376305,Body,14,38,2,0,0,0,-3,0,0,1
1376306,Body,7,31,2,0,0,0,-3,0,1,1
1376307,Body,8,28,0,0,0,0,0,0,2,1
1376308,Body,12,32,-1,-1,0,0,-1,0,0,1
1376309,Body,6,26,-1,-1,0,0,-1,0,1,1
1376310,Body,12,32,1,-1,0,-1,0,0,0,2
1376311,Body,6,26,2,-1,0,-1,0,0,1,2
1376312,Body,14,34,-1,1,0,-1,0,0,0,1
1376313,Body,7,27,-1,2,0,-1,0,0,1,1
1376314,Body,14,34,0,2,0,-1,-1,0,0,0
1376315,Body,7,27,0,3,0,-1,-1,0,1,0
1376318,Body,12,32,0,1,0,1,0,2,0,0
1376319,Body,6,26,0,1,0,1,0,2,1,0
1376320,Body,14,34,1,-2,0,2,0,2,0,1
1376321,Body,7,27,1,-2,0,3,0,2,1,1
1376322,Body,12,32,3,0,0,1,2,2,0,1
1376323,Body,6,26,4,0,0,1,3,2,1,1
1376324,Body,18,38,2,2,3,-2,-2,0,0,2
1376325,Body,9,29,3,2,4,-2,-2,0,1,2
1376326,Body,18,38,2,2,3,-2,-2,0,0,2
1376327,Body,9,29,3,2,4,-2,-2,0,1,2
1376328,Body,16,36,2,1,0,1,-1,2,0,1
1376329,Body,8,28,3,1,0,1,-1,2,1,1
1376330,Body,16,36,2,0,0,2,-2,2,0,0
1376331,Body,8,28,3,0,0,3,-2,2,1,0
1376332,Body,14,34,-3,0,0,1,2,0,0,0
1376333,Body,7,27,-3,0,0,2,3,0,1,0
1376334,Body,14,34,-1,-1,0,3,0,2,0,0
1376335,Body,7,27,-1,-1,0,4,0,2,1,0
1376336,Body,18,38,3,-1,3,-1,-1,2,0,0
1376337,Body,9,29,4,-1,3,-1,-1,2,1,0
1376338,Body,18,38,3,-1,3,-1,-1,1,0,0
1376339,Body,9,29,4,-1,3,-1,-1,1,1,0
1376340,Body,12,32,-2,-1,0,4,0,2,0,0
1376341,Body,6,26,-2,-1,0,5,0,2,1,0
1376342,Body,14,34,4,0,0,-2,-1,2,0,1
1376343,Body,7,27,5,0,0,-2,-1,2,1,1
1376346,Body,14,34,-1,2,0,0,3,2,0,0
1376347,Body,7,27,-1,3,0,0,4,2,1,0
1376349,Body,10,30,1,1,1,2,1,2,0,0
1376350,Body,5,25,1,1,1,3,1,2,1,0
1376351,Body,10,30,1,2,1,1,1,2,0,0
1376352,Body,5,25,1,3,1,1,1,2,1,0
1376353,Body,10,30,2,1,1,1,1,0,0,0
1376354,Body,5,25,3,1,1,1,1,0,1,0
1376355,Body,10,30,1,1,2,1,1,0,0,0
1376356,Body,5,25,1,1,3,1,1,0,1,0
1376357,Body,14,34,2,-1,0,-1,0,0,0,1
1376358,Body,7,27,3,-1,0,-1,0,0,1,1
1376359,Body,16,36,4,0,0,-1,-3,0,0,0
1376360,Body,8,28,5,0,0,-1,-3,0,1,0
1376361,Body,14,34,-3,0,0,1,4,0,0,0
1376362,Body,7,27,-3,0,0,1,5,0,1,0
1376363,Body,16,36,-3,4,0,1,-1,0,0,1
1376364,Body,8,28,-3,5,0,1,-1,0,1,1
1376365,Body,18,38,2,-1,1,-3,0,0,0,1
1376366,Body,9,29,3,-1,1,-3,0,0,1,1
1376367,Body,20,40,-1,-3,1,3,0,0,0,0
1376368,Body,10,30,-1,-3,1,4,0,0,1,0
1376369,Body,18,38,2,0,1,-3,-1,0,0,1
1376370,Body,9,29,3,0,1,-3,-1,0,1,1
1376371,Body,18,38,-3,-1,0,4,0,0,0,1
1376372,Body,9,29,-3,-1,0,5,0,0,1,1
1376373,Body,18,38,-2,1,0,-2,1,2,0,0
1376374,Body,9,29,-1,1,0,-2,1,2,1,0
1376375,Body,18,38,-4,4,1,1,2,0,0,0
1376376,Body,9,29,-4,5,1,1,2,0,1,0
1376377,Body,20,40,3,-2,-3,0,0,0,0,0
1376378,Body,10,30,4,-2,-3,0,0,0,1,0
1376379,Body,20,40,2,-1,1,0,-3,0,0,0
1376380,Body,10,30,3,-1,1,0,-3,0,1,0
1376381,Body,18,38,-4,0,0,1,4,0,0,1
1376382,Body,9,29,-4,0,0,1,5,0,1,1
1376383,Body,20,40,1,-1,0,2,-1,0,0,0
1376384,Body,10,30,2,-1,0,2,-1,0,1,0
1376385,Body,20,40,1,0,1,-1,-3,0,0,1
1376386,Body,10,30,1,1,1,-1,-3,0,1,1
1376387,Body,18,38,-2,-3,1,1,1,0,0,1
1376388,Body,9,29,-2,-2,1,1,1,0,1,1
1376389,Body,18,38,0,0,0,0,0,2,0,1
1376390,Body,9,29,0,0,0,0,0,2,1,1
1376391,Body,20,40,0,-2,0,3,-1,2,0,2
1376392,Body,10,30,0,-2,0,4,-1,2,1,2
1376395,Body,20,40,-2,3,2,0,-2,0,0,1
1376396,Body,10,30,-2,3,3,0,-2,0,1,1
1376397,Body,20,40,-2,3,2,0,-2,0,0,1
1376398,Body,10,30,-2,3,3,0,-2,0,1,1
1376399,Body,24,44,1,-2,3,-2,2,0,0,1
1376400,Body,12,32,3,-2,3,-2,2,0,1,1
1376401,Body,22,42,2,2,0,-1,0,0,0,0
1376402,Body,11,31,3,2,0,-1,0,0,1,0
1376404,Body,26,46,3,0,-2,-4,-1,0,0,0
1376405,Body,13,33,4,0,-2,-4,-1,0,1,0
1376406,Body,24,44,4,-2,-4,0,0,0,0,1
1376407,Body,12,32,5,-2,-4,0,0,0,1,1
1376408,Body,24,44,-3,4,-2,2,-1,0,0,2
1376409,Body,12,32,-3,5,-2,2,-1,0,1,2
1376410,Body,22,42,0,4,1,-1,-4,0,0,0
1376411,Body,11,31,0,5,1,-1,-4,0,1,0
1376412,Body,20,40,0,-3,-1,2,1,2,0,1
1376413,Body,10,30,0,-2,-1,2,1,2,1,1
1376414,Body,24,44,0,3,2,-2,-3,2,0,0
1376415,Body,12,32,0,4,2,-2,-3,2,1,0
1376416,Body,26,46,-3,-1,2,1,3,2,0,0
1376417,Body,13,33,-3,-1,2,1,4,2,1,0
1376418,Body,24,44,3,1,-1,-3,0,2,0,1
1376419,Body,12,32,4,1,-1,-3,0,2,1,1
1376420,Body,24,44,-2,-1,-2,2,2,0,0,0
1376421,Body,12,32,-2,-1,-2,3,2,0,1,0
1376422,Body,24,44,2,-3,0,0,-2,2,0,0
1376423,Body,12,32,4,-3,0,0,-2,2,1,0
1376424,Body,24,44,2,-3,-2,0,0,0,0,0
1376425,Body,12,32,4,-3,-2,0,0,0,1,0
1376426,Body,26,46,-1,3,2,-1,0,0,0,0
1376427,Body,13,33,-1,4,2,-1,0,0,1,0
1376428,Body,24,44,2,0,0,-4,-2,0,0,1
1376429,Body,12,32,2,0,0,-3,-2,0,1,1
1376430,Body,26,46,-2,0,-4,2,2,0,0,0
1376431,Body,26,46,-2,0,-4,2,2,0,0,0
1376432,Body,13,33,-2,0,-3,2,2,0,1,0
1376433,Body,13,33,-2,0,-3,2,2,0,1,0
1376434,Body,26,46,-1,-2,-3,2,3,0,0,1
1376435,Body,13,33,-1,-2,-3,2,5,0,1,1
1376436,Body,26,46,-5,0,-3,1,2,0,0,0
1376437,Body,13,33,-4,0,-3,1,2,0,1,0
1376438,Body,26,46,4,1,-3,-4,-1,0,0,0
1376439,Body,13,33,4,1,-3,-3,-1,0,1,0
1376440,Body,26,46,-1,-1,-2,-1,-1,2,0,1
1376441,Body,13,33,-1,-1,-1,-1,-1,2,1,1
1376442,Body,24,44,2,2,-5,2,2,0,0,1
1376443,Body,12,32,2,2,-4,2,2,0,1,1
1376444,Body,22,42,1,1,1,1,1,0,0,0
1376445,Body,11,31,1,1,2,1,1,0,1,0
1376446,Body,20,40,0,0,0,0,0,0,0,0
1376447,Body,10,30,0,0,0,0,0,0,1,0
1376448,Body,20,40,0,0,0,0,0,0,0,0
1376449,Body,10,30,0,0,0,0,0,1,1,0
1376450,Body,20,40,0,0,0,0,0,0,0,1
1376451,Body,10,30,0,0,0,0,0,1,1,1
1376452,Body,20,40,0,0,0,0,0,1,0,0
1376453,Body,10,30,0,0,0,0,0,1,1,0
1376454,Body,10,30,-2,-2,0,-2,-2,2,2,0
1376455,Body,22,42,1,1,1,1,1,2,0,0
1376456,Body,11,31,1,1,1,1,1,2,1,0
1376457,Body,24,40,0,0,0,0,0,0,0,0
1376458,Body,24,40,0,1,0,0,0,0,0,1
1376459,Body,26,42,0,0,0,1,0,2,0,2
1376460,Body,13,29,0,0,0,2,0,2,1,2
1376461,Body,26,42,1,0,0,0,0,2,0,0
1376462,Body,13,29,2,0,0,0,0,2,1,0
1376463,Body,26,42,-1,0,0,0,2,2,0,0
1376464,Body,13,29,-1,0,0,0,4,2,1,0
1376465,Body,26,42,0,1,0,0,0,0,0,0
1376466,Body,13,29,0,2,0,0,0,0,1,0
1376467,Body,15,31,1,0,2,0,0,0,2,1
1376468,Body,26,42,0,0,0,0,0,0,0,1
1376469,Body,13,29,0,0,0,0,0,0,1,1
1376470,Body,22,38,0,0,0,0,0,0,0,0
1376471,Body,11,27,0,0,0,0,0,0,1,0
1376472,Body,30,46,0,0,0,0,-1,0,0,1
1376473,Body,15,31,0,0,0,0,-1,0,1,1
1376478,Body,36,52,2,0,0,-2,0,2,0,3
1376479,Body,18,34,4,0,0,-2,0,2,1,3
1376480,Body,32,48,0,1,0,1,0,2,0,0
1376481,Body,16,32,0,1,0,1,0,2,1,0
1376482,Body,28,44,0,1,0,1,0,2,0,0
1376483,Body,14,30,0,1,0,1,0,2,1,0
1376484,Body,36,52,1,-2,0,2,0,2,0,1
1376485,Body,18,34,1,-2,0,3,0,2,1,1
1376486,Body,32,48,1,-2,0,2,0,2,0,2
1376487,Body,16,32,1,-2,0,3,0,2,1,2
1376488,Body,34,50,3,0,0,1,2,2,0,1
1376489,Body,17,33,4,0,0,1,3,2,1,1
1376490,Body,36,52,2,0,0,2,-2,2,0,0
1376491,Body,18,34,3,0,0,3,-2,2,1,0
1376492,Body,36,52,-3,0,0,1,2,0,0,0
1376493,Body,18,34,-3,0,0,2,3,0,1,0
1376494,Body,34,50,-1,-1,0,3,0,2,0,0
1376495,Body,17,33,-1,-1,0,4,0,2,1,0
1376496,Body,32,48,-1,2,0,0,3,2,0,0
1376497,Body,16,32,-1,3,0,0,4,2,1,0
1376498,Body,28,44,-2,0,1,2,-1,0,0,0
1376499,Body,14,30,-2,0,1,3,-1,0,1,0
1376503,Body,20,36,1,1,1,2,1,2,0,0
1376504,Body,10,26,1,1,1,3,1,2,1,0
1376505,Body,20,36,1,2,1,1,1,2,0,0
1376506,Body,10,26,1,3,1,1,1,2,1,0
1376507,Body,20,36,2,1,1,1,1,0,0,0
1376508,Body,10,26,3,1,1,1,1,0,1,0
1376509,Body,20,36,1,1,2,1,1,0,0,0
1376510,Body,10,26,1,1,3,1,1,0,1,0
1376517,Body,19,35,0,0,0,0,0,2,2,1
1376518,Body,32,48,2,0,0,0,-2,0,0,1
1376519,Body,16,32,3,0,0,0,-2,0,1,1
1376520,Body,28,44,-2,0,0,0,0,0,0,1
1376521,Body,14,30,-2,0,0,0,0,0,1,1
1376522,Body,28,44,-2,-1,0,4,0,2,0,0
1376523,Body,14,30,-2,-1,0,5,0,2,1,0
1376524,Body,30,46,4,0,0,-2,-1,2,0,1
1376525,Body,15,31,5,0,0,-2,-1,2,1,1
1376526,Body,30,46,-2,0,0,0,0,2,0,0
1376527,Body,15,31,-2,1,1,1,1,2,1,0
1376528,Body,30,46,0,0,0,0,-2,0,0,0
1376529,Body,15,31,0,1,0,1,-2,0,1,0
1376530,Body,30,46,0,-1,0,0,2,2,0,0
1376531,Body,15,31,0,-1,0,0,3,2,1,0
1376532,Body,32,48,0,1,0,0,-2,0,0,0
1376533,Body,16,32,1,2,0,0,-2,0,1,0
1376534,Body,36,52,0,1,0,0,-2,2,0,1
1376535,Body,18,34,1,2,0,0,-2,2,1,1
1376536,Body,34,50,2,-1,0,-1,0,0,0,1
1376537,Body,17,33,3,-1,0,-1,0,0,1,1
1376538,Body,38,54,2,-1,0,-1,0,2,0,0
1376539,Body,19,35,3,-1,0,-1,0,2,1,0
1376540,Body,32,48,-2,1,2,1,1,0,0,2
1376541,Body,16,32,-2,2,3,2,2,0,1,2
1376542,Body,36,52,-2,1,2,1,1,2,0,0
1376543,Body,18,34,-2,2,3,2,2,2,1,0
1376544,Body,36,52,-1,-1,4,-1,-1,2,0,0
1376545,Body,18,34,-1,-1,6,-1,-1,2,1,0
1376546,Body,40,56,-1,-1,4,-1,-1,2,0,1
1376547,Body,20,36,-1,-1,6,-1,-1,2,1,1
1376548,Body,32,48,-1,-1,4,-1,-1,2,0,2
1376549,Body,16,32,-1,-1,6,-1,-1,2,1,2
1376550,Body,32,48,-2,0,2,0,0,0,0,0
1376551,Body,16,32,-2,1,3,1,1,0,1,0
1376554,Body,36,52,0,-2,0,2,1,2,0,1
1376555,Body,18,34,0,-2,0,3,1,2,1,1
1376557,Body,38,54,-2,-2,0,0,0,0,0,0
1376558,Body,19,35,-2,-2,0,0,0,0,1,0
1376559,Body,42,58,2,0,0,0,-3,0,0,1
1376560,Body,21,37,2,0,0,0,-3,0,1,1
1376561,Body,46,62,2,0,0,0,-3,2,0,0
1376562,Body,23,39,2,0,0,0,-3,2,1,0
1376563,Body,44,60,3,0,0,-1,-3,0,0,0
1376564,Body,22,38,4,0,0,-1,-3,0,1,0
1376565,Body,44,60,-2,-1,1,2,0,0,0,1
1376566,Body,22,38,-2,-1,1,3,0,0,1,1
1376567,Body,40,56,-3,0,0,1,3,0,0,0
1376568,Body,20,36,-3,0,0,1,4,0,1,0
1376569,Body,46,62,-3,4,0,1,-1,0,0,2
1376570,Body,23,39,-3,5,0,1,-1,0,1,2
1376571,Body,42,58,-3,4,0,1,-1,2,0,0
1376572,Body,21,37,-3,5,0,1,-1,2,1,0
1376573,Body,46,62,2,-1,1,-3,0,0,0,1
1376574,Body,23,39,3,-1,1,-3,0,0,1,1
1376575,Body,48,64,-1,-3,1,3,0,0,0,0
1376576,Body,24,40,-1,-3,1,4,0,0,1,0
1376577,Body,52,68,-1,-3,1,3,0,2,0,0
1376578,Body,26,42,-1,-3,1,4,0,2,1,0
1376579,Body,44,60,-1,-3,1,3,0,2,0,3
1376580,Body,22,38,-1,-3,1,4,0,2,1,3
1376581,Body,46,62,2,0,1,-3,-1,0,0,1
1376582,Body,23,39,3,0,1,-3,-1,0,1,1
1376583,Body,46,62,-3,-1,0,4,0,0,0,1
1376584,Body,23,39,-3,-1,0,5,0,0,1,1
1376585,Body,42,58,-3,-1,0,4,0,0,0,0
1376586,Body,21,37,-3,-1,0,5,0,0,1,0
1376587,Body,44,60,0,0,0,0,0,0,0,0
1376588,Body,22,38,0,0,0,0,0,0,1,0
1376589,Body,40,56,-1,-1,0,0,-1,0,0,1
1376590,Body,20,36,-1,-1,0,0,-1,0,1,1
1376591,Body,36,52,-1,-1,0,0,-1,0,0,1
1376592,Body,18,34,-1,-1,0,0,-1,2,1,1
1376593,Body,44,60,1,-1,0,-1,0,0,0,2
1376594,Body,22,38,2,-1,0,-1,0,0,1,2
1376595,Body,48,64,-1,1,0,-1,0,0,0,1
1376596,Body,24,40,-1,2,0,-1,0,0,1,1
1376597,Body,44,60,-1,1,0,-1,0,2,0,0
1376598,Body,22,38,-1,2,0,-1,0,2,1,0
1376599,Body,46,62,0,2,0,-1,-1,0,0,1
1376600,Body,23,39,0,3,0,-1,-1,0,1,1
1376601,Body,42,58,0,2,0,-1,-1,2,0,0
1376602,Body,21,37,0,3,0,-1,-1,2,1,0
1376605,Body,48,64,-1,-1,-1,4,-1,0,0,0
1376606,Body,24,40,-1,-1,-1,5,-1,0,1,0
