_id,parent_id,wtype,creation_cost,upgrade_cost,attack,max_attack,element,element_attack,element_2,element_2_attack,awaken,awaken_attack,defense,sharpness,affinity,horn_notes,shelling_type,phial,charges,coatings,recoil,reload_speed,rapid_fire,deviation,ammo,special_ammo,num_slots,tree_depth,final
155654,155653,Sword and Shield,0,60000,180,0,,0,,0,,0,0,7.4.12.9.6.2 7.4.12.9.6.2 7.4.12.9.6.2,10,,,,,,,,,,,,0,0,0
155655,155654,Sword and Shield,0,64000,190,0,,0,,0,,0,0,6.5.11.9.6.3 6.5.11.9.6.3 6.5.11.9.6.3,10,,,,,,,,,,,,0,0,0
155656,155655,Sword and Shield,0,68000,190,0,,0,,0,,0,0,4.6.8.12.7.3 4.6.8.12.7.3 4.6.8.12.7.3,10,,,,,,,,,,,,0,0,0
155657,155656,Sword and Shield,0,72000,190,0,,0,,0,,0,0,10.4.7.7.9.3 10.4.7.7.9.3 10.4.7.7.9.3,10,,,,,,,,,,,,0,0,0
155658,155657,Sword and Shield,0,76000,200,0,,0,,0,,0,0,12.2.4.9.10.3 12.2.4.9.10.3 12.2.4.9.10.3,10,,,,,,,,,,,,0,0,1
155905,0,Sword and Shield,6600,0,170,0,Blastblight,16,,0,,0,0,6.6.4.8.1.0 6.6.4.8.3.0 6.6.4.8.6.0,5,,,,,,,,,,,,0,0,0
155906,155905,Sword and Shield,0,48400,170,0,Blastblight,17,,0,,0,0,7.3.10.9.1.0 7.3.10.9.3.0 7.3.10.9.6.0,5,,,,,,,,,,,,0,0,0
155907,155906,Sword and Shield,0,52800,170,0,Blastblight,18,,0,,0,0,6.3.10.10.1.0 6.3.10.10.3.0 6.3.10.10.6.0,5,,,,,,,,,,,,0,0,0
155908,155907,Sword and Shield,0,57200,180,0,Blastblight,19,,0,,0,0,3.2.17.12.1.0 3.2.17.12.3.0 3.2.17.12.6.0,5,,,,,,,,,,,,0,0,0
155909,155908,Sword and Shield,0,61600,180,0,Blastblight,20,,0,,0,0,3.6.16.8.2.0 3.6.16.8.4.0 3.6.16.8.7.0,5,,,,,,,,,,,,0,0,0
155910,155909,Sword and Shield,0,66000,180,0,Blastblight,21,,0,,0,0,17.2.8.5.3.0 17.2.8.5.5.0 17.2.8.5.7.1,5,,,,,,,,,,,,0,0,0
155911,155910,Sword and Shield,0,70400,190,0,Blastblight,22,,0,,0,0,19.2.6.8.4.1 19.2.6.8.4.1 19.2.6.8.4.1,5,,,,,,,,,,,,0,0,0
155912,155911,Sword and Shield,0,74800,190,0,Blastblight,23,,0,,0,0,8.4.11.10.6.1 8.4.11.10.6.1 8.4.11.10.6.1,5,,,,,,,,,,,,0,0,0
155913,155912,Sword and Shield,0,79200,190,0,Blastblight,24,,0,,0,0,18.2.6.7.5.2 18.2.6.7.5.2 18.2.6.7.5.2,5,,,,,,,,,,,,0,0,0
155914,155913,Sword and Shield,0,83600,200,0,Blastblight,25,,0,,0,0,7.4.12.9.6.2 7.4.12.9.6.2 7.4.12.9.6.2,5,,,,,,,,,,,,0,0,1
156161,0,Sword and Shield,30000,0,130,0,Thunder,36,,0,,0,0,7.6.18.3.4.2 7.6.18.3.4.2 7.6.18.3.4.2,0,,,,,,,,,,,,0,0,0
156162,156161,Sword and Shield,0,220000,140,0,Thunder,38,,0,,0,0,9.8.12.4.5.2 9.8.12.4.5.2 9.8.12.4.5.2,0,,,,,,,,,,,,0,0,0
156163,156162,Sword and Shield,0,240000,150,0,Thunder,40,,0,,0,0,13.10.5.5.4.3 13.10.5.5.4.3 13.10.5.5.4.3,0,,,,,,,,,,,,0,0,1
156417,0,Sword and Shield,30000,0,150,0,Thunder,18,,0,,0,0,9.2.9.13.2.0 9.2.9.13.4.0 9.2.9.13.5.2,10,,,,,,,,,,,,0,0,0
156418,156417,Sword and Shield,0,220000,180,0,Thunder,20,,0,,0,0,8.7.4.14.2.0 8.7.4.14.4.0 8.7.4.14.5.2,10,,,,,,,,,,,,0,0,0
156419,156418,Sword and Shield,0,240000,200,0,Thunder,22,,0,,0,0,4.3.11.14.3.0 4.3.11.14.5.0 4.3.11.14.5.3,10,,,,,,,,,,,,0,0,1
156673,0,Sword and Shield,30000,0,140,0,Ice,13,,0,,0,0,11.4.10.9.5.1 11.4.10.9.5.1 11.4.10.9.5.1,0,,,,,,,,,,,,3,0,0
156674,156673,Sword and Shield,0,220000,160,0,Ice,14,,0,,0,0,7.4.12.9.6.2 7.4.12.9.6.2 7.4.12.9.6.2,0,,,,,,,,,,,,3,0,0
156675,156674,Sword and Shield,0,240000,180,0,Ice,15,,0,,0,0,13.2.7.9.7.2 13.2.7.9.7.2 13.2.7.9.7.2,0,,,,,,,,,,,,3,0,1
156929,0,Sword and Shield,30000,0,130,0,,0,,0,,0,15,11.1.4.1.8.0 11.1.4.1.10.0 11.1.4.1.13.0,5,,,,,,,,,,,,3,0,0
156930,156929,Sword and Shield,0,220000,150,0,,0,,0,,0,15,11.1.4.1.13.0 11.1.4.1.15.0 11.1.4.1.18.0,10,,,,,,,,,,,,3,0,0
156931,156930,Sword and Shield,0,240000,170,0,,0,,0,,0,20,11.1.4.1.18.0 11.1.4.1.20.0 11.1.4.1.21.2,10,,,,,,,,,,,,3,0,1
157185,0,Sword and Shield,30000,0,160,0,Dragon,36,,0,,0,25,11.4.10.9.1.0 11.4.10.9.3.0 11.4.10.9.5.1,0,,,,,,,,,,,,0,0,0
157186,157185,Sword and Shield,0,220000,170,0,Dragon,38,,0,,0,25,18.2.6.7.2.0 18.2.6.7.4.0 18.2.6.7.5.2,0,,,,,,,,,,,,0,0,0
157187,157186,Sword and Shield,0,240000,180,0,Dragon,40,,0,,0,25,11.10.5.6.3.0 11.10.5.6.5.0 11.10.5.6.5.3,0,,,,,,,,,,,,0,0,1
196865,0,Hammer,1275,0,60,0,,0,,0,,0,0,9.4.2.0.0.0 9.4.4.0.0.0 9.4.7.0.0.0,0,,,,,,,,,,,,0,0,0
196866,196865,Hammer,0,1700,80,0,,0,,0,,0,0,6.5.4.0.0.0 6.5.6.0.0.0 6.5.9.0.0.0,0,,,,,,,,,,,,0,0,0
196867,196866,Hammer,0,2550,90,0,,0,,0,,0,0,6.4.10.0.0.0 6.4.12.0.0.0 6.4.12.3.0.0,0,,,,,,,,,,,,0,0,0
196868,196867,Hammer,0,3400,100,0,,0,,0,,0,0,7.3.4.6.0.0 7.3.4.8.0.0 7.3.4.11.0.0,0,,,,,,,,,,,,0,0,0
196869,196868,Hammer,0,4250,110,0,,0,,0,,0,0,7.6.4.8.0.0 7.6.4.10.0.0 7.6.4.13.0.0,0,,,,,,,,,,,,0,0,0
196870,196869,Hammer,0,12750,140,0,,0,,0,,0,0,7.3.4.16.0.0 7.3.4.16.2.0 7.3.4.16.5.0,0,,,,,,,,,,,,1,0,0
196871,196870,Hammer,0,13600,170,0,,0,,0,,0,0,4.4.9.17.1.0 4.4.9.17.3.0 4.4.9.17.5.1,0,,,,,,,,,,,,1,0,0
196872,196871,Hammer,0,14450,210,0,,0,,0,,0,0,8.7.4.14.2.0 8.7.4.14.4.0 8.7.4.14.5.2,0,,,,,,,,,,,,1,0,1
197121,196869,Hammer,0,2000,140,0,,0,,0,,0,0,6.4.5.15.0.0 6.4.5.16.1.0 6.4.5.16.4.0,0,,,,,,,,,,,,0,0,0
197122,197121,Hammer,0,22000,150,0,,0,,0,,0,0,4.4.9.17.1.0 4.4.9.17.3.0 4.4.9.17.5.1,0,,,,,,,,,,,,0,0,0
197123,197122,Hammer,0,24000,160,0,,0,,0,,0,0,7.6.4.16.2.0 7.6.4.16.4.0 7.6.4.16.6.1,0,,,,,,,,,,,,0,0,0
197124,197123,Hammer,0,26000,180,0,,0,,0,,0,0,5.2.10.15.3.0 5.2.10.15.5.0 5.2.10.15.6.2,0,,,,,,,,,,,,0,0,0
197125,197124,Hammer,0,28000,200,0,,0,,0,,0,0,6.4.5.16.4.0 6.4.5.16.5.1 6.4.5.16.5.4,0,,,,,,,,,,,,0,0,0
197126,197125,Hammer,0,30000,220,0,,0,,0,,0,0,8.2.3.17.5.0 8.2.3.17.5.2 8.2.3.17.5.5,0,,,,,,,,,,,,0,0,1
197377,196870,Hammer,15000,100000,170,0,,0,,0,,0,0,8.10.6.1.0.0 8.10.6.3.0.0 8.10.6.6.0.0,-20,,,,,,,,,,,,1,0,0
197378,197377,Hammer,0,110000,210,0,,0,,0,,0,0,11.11.5.3.0.0 11.11.5.5.0.0 11.11.5.6.2.0,-20,,,,,,,,,,,,1,0,0
197379,197378,Hammer,0,120000,250,0,,0,,0,,0,0,8.10.6.6.0.0 8.10.6.7.1.0 8.10.6.7.4.0,-20,,,,,,,,,,,,2,0,1
197633,196869,Hammer,0,4000,140,0,,0,,0,,0,0,7.3.10.9.1.0 7.3.10.9.3.0 7.3.10.9.6.0,-25,,,,,,,,,,,,0,0,0
197634,197633,Hammer,0,44000,180,0,,0,,0,,0,0,6.3.10.9.2.0 6.3.10.9.4.0 6.3.10.9.7.0,-20,,,,,,,,,,,,0,0,0
197635,197634,Hammer,0,48000,200,0,,0,,0,,0,0,5.3.13.10.4.0 5.3.13.10.6.0 5.3.13.10.8.1,-20,,,,,,,,,,,,1,0,0
197636,197635,Hammer,0,52000,220,0,,0,,0,,0,0,7.4.12.9.6.2 7.4.12.9.6.2 7.4.12.9.6.2,-15,,,,,,,,,,,,1,0,1
197889,196868,Hammer,0,1500,90,0,Thunder,24,,0,,0,5,4.4.9.3.0.0 4.4.9.5.0.0 4.4.9.8.0.0,0,,,,,,,,,,,,1,0,0
197890,197889,Hammer,0,3000,110,0,Thunder,28,,0,,0,5,5.7.8.5.0.0 5.7.8.7.0.0 5.7.8.10.0.0,0,,,,,,,,,,,,1,0,0
197891,197890,Hammer,0,18000,130,0,Thunder,32,,0,,0,10,4.6.8.7.0.0 4.6.8.9.0.0 4.6.8.12.0.0,0,,,,,,,,,,,,1,0,0
197892,197891,Hammer,0,19500,150,0,Thunder,36,,0,,0,10,7.5.7.10.1.0 7.5.7.10.3.0 7.5.7.10.5.1,0,,,,,,,,,,,,2,0,0
197893,197892,Hammer,0,21000,190,0,Thunder,40,,0,,0,10,7.4.12.9.3.0 7.4.12.9.5.0 7.4.12.9.6.2,0,,,,,,,,,,,,2,0,1
198145,197889,Hammer,0,2500,140,0,,0,,0,,0,5,15.2.3.0.0.0 15.2.5.0.0.0 15.2.8.0.0.0,0,,,,,,,,,,,,0,0,0
198146,198145,Hammer,0,5000,150,0,,0,,0,,0,5,19.2.4.0.0.0 19.2.6.0.0.0 19.2.6.3.0.0,0,,,,,,,,,,,,0,0,0
198147,198146,Hammer,0,30000,170,0,,0,,0,,0,10,17.2.6.0.0.0 17.2.8.0.0.0 17.2.8.3.0.0,0,,,,,,,,,,,,0,0,0
198148,198147,Hammer,0,32500,190,0,,0,,0,,0,15,13.10.5.2.0.0 13.10.5.4.0.0 13.10.5.5.2.0,0,,,,,,,,,,,,0,0,0
198149,198148,Hammer,0,35000,240,0,,0,,0,,0,20,10.9.7.4.0.0 10.9.7.4.2.0 10.9.7.4.5.0,0,,,,,,,,,,,,0,0,1
198401,196867,Hammer,0,2300,80,0,Water,12,,0,,0,10,5.2.10.3.0.0 5.2.10.5.0.0 5.2.10.8.0.0,0,,,,,,,,,,,,0,0,0
198402,198401,Hammer,0,4600,100,0,Water,14,,0,,0,10,5.7.8.5.0.0 5.7.8.7.0.0 5.7.8.10.0.0,0,,,,,,,,,,,,0,0,0
198403,198402,Hammer,0,6900,120,0,Water,16,,0,,0,10,8.4.11.7.0.0 8.4.11.9.0.0 8.4.11.10.2.0,0,,,,,,,,,,,,0,0,0
198404,198403,Hammer,0,29900,160,0,Water,18,,0,,0,15,11.4.10.9.1.0 11.4.10.9.3.0 11.4.10.9.5.1,0,,,,,,,,,,,,0,0,0
198405,198404,Hammer,0,32200,210,0,Water,22,,0,,0,20,18.2.6.7.2.0 18.2.6.7.4.0 18.2.6.7.5.2,0,,,,,,,,,,,,0,0,1
198657,0,Hammer,1500,0,70,0,,0,,0,,0,0,6.3.6.0.0.0 6.3.8.0.0.0 6.3.10.1.0.0,0,,,,,,,,,,,,0,0,0
198658,198657,Hammer,0,2000,80,0,,0,,0,,0,0,4.6.8.2.0.0 4.6.8.4.0.0 4.6.8.7.0.0,0,,,,,,,,,,,,0,0,0
198659,198658,Hammer,0,3000,100,0,,0,,0,,0,0,4.4.9.3.0.0 4.4.9.5.0.0 4.4.9.8.0.0,0,,,,,,,,,,,,0,0,0
198660,198659,Hammer,0,4000,110,0,,0,,0,,0,0,2.4.10.4.0.0 2.4.10.6.0.0 2.4.10.9.0.0,0,,,,,,,,,,,,0,0,0
198661,198660,Hammer,0,5000,120,0,,0,,0,,0,0,6.3.10.6.0.0 6.3.10.8.0.0 6.3.10.10.1.0,0,,,,,,,,,,,,0,0,0
198662,198661,Hammer,0,15000,150,0,,0,,0,,0,0,9.2.9.10.0.0 9.2.9.12.0.0 9.2.9.13.2.0,0,,,,,,,,,,,,0,0,0
198663,198662,Hammer,0,16000,180,0,,0,,0,,0,0,6.4.5.15.0.0 6.4.5.16.1.0 6.4.5.16.4.0,0,,,,,,,,,,,,0,0,0
198664,198663,Hammer,0,17000,230,0,,0,,0,,0,0,8.2.3.17.0.0 8.2.3.17.2.0 8.2.3.17.5.0,0,,,,,,,,,,,,0,0,1
198913,198662,Hammer,0,100000,120,0,Paralysis,8,,0,,0,0,4.4.9.8.0.0 4.4.9.10.0.0 4.4.9.13.0.0,0,,,,,,,,,,,,1,0,0
198914,198913,Hammer,0,110000,140,0,Paralysis,10,,0,,0,0,2.4.10.9.0.0 2.4.10.11.0.0 2.4.10.13.1.0,0,,,,,,,,,,,,1,0,0
198915,198914,Hammer,0,120000,170,0,Paralysis,12,,0,,0,0,9.2.9.10.0.0 9.2.9.12.0.0 9.2.9.13.2.0,0,,,,,,,,,,,,1,0,0
198916,198915,Hammer,0,130000,190,0,Paralysis,14,,0,,0,0,5.3.15.12.0.0 5.3.15.12.2.0 5.3.15.12.3.2,0,,,,,,,,,,,,1,0,1
199169,198661,Hammer,0,2000,120,0,,0,,0,,0,4,5.7.8.5.0.0 5.7.8.7.0.0 5.7.8.10.0.0,0,,,,,,,,,,,,1,0,0
199170,199169,Hammer,0,4000,140,0,,0,,0,,0,4,4.6.8.7.0.0 4.6.8.9.0.0 4.6.8.12.0.0,0,,,,,,,,,,,,1,0,0
199171,199170,Hammer,0,24000,150,0,,0,,0,,0,6,7.3.10.9.1.0 7.3.10.9.3.0 7.3.10.9.6.0,0,,,,,,,,,,,,1,0,0
199172,199171,Hammer,0,26000,170,0,,0,,0,,0,6,10.7.3.12.3.0 10.7.3.12.5.0 10.7.3.12.7.1,0,,,,,,,,,,,,1,0,0
199173,199172,Hammer,0,28000,210,0,,0,,0,,0,6,5.7.8.10.5.0 5.7.8.10.7.0 5.7.8.10.8.2,0,,,,,,,,,,,,1,0,1
199425,199170,Hammer,12750,85000,150,0,Water,6,,0,,0,0,7.3.4.6.0.0 7.3.4.8.0.0 7.3.4.11.0.0,-10,,,,,,,,,,,,0,0,0
199426,199425,Hammer,0,93500,170,0,Water,8,,0,,0,0,7.6.4.8.0.0 7.6.4.10.0.0 7.6.4.13.0.0,-10,,,,,,,,,,,,0,0,0
199427,199426,Hammer,0,102000,200,0,Water,10,,0,,0,0,6.4.9.11.0.0 6.4.9.12.1.0 6.4.9.12.3.1,-5,,,,,,,,,,,,0,0,0
199428,199427,Hammer,0,110500,230,0,Water,12,,0,,0,0,6.3.15.10.1.0 6.3.15.10.3.0 6.3.15.10.3.3,-5,,,,,,,,,,,,0,0,1
199681,199426,Hammer,0,140000,170,0,Water,20,,0,,0,10,7.3.4.16.0.0 7.3.4.16.2.0 7.3.4.16.5.0,0,,,,,,,,,,,,1,0,0
199682,199681,Hammer,0,154000,180,0,Water,24,,0,,0,12,5.2.10.15.3.0 5.2.10.15.5.0 5.2.10.15.6.2,0,,,,,,,,,,,,2,0,0
199683,199682,Hammer,0,168000,190,0,Water,27,,0,,0,15,5.7.8.10.5.0 5.7.8.10.7.0 5.7.8.10.8.2,0,,,,,,,,,,,,2,0,1
199937,198660,Hammer,0,1600,90,0,Paralysis,15,,0,,0,0,6.3.10.1.0.0 6.3.10.3.0.0 6.3.10.6.0.0,0,,,,,,,,,,,,0,0,0
199938,199937,Hammer,0,3200,110,0,Paralysis,17,,0,,0,0,6.4.12.3.0.0 6.4.12.5.0.0 6.4.12.8.0.0,0,,,,,,,,,,,,0,0,0
199939,199938,Hammer,0,19200,130,0,Paralysis,20,,0,,0,0,7.3.10.5.0.0 7.3.10.7.0.0 7.3.10.9.1.0,0,,,,,,,,,,,,0,0,0
199940,199939,Hammer,0,20800,150,0,Paralysis,23,,0,,0,0,7.4.12.7.0.0 7.4.12.9.0.0 7.4.12.9.3.0,0,,,,,,,,,,,,0,0,0
199941,199940,Hammer,0,22400,170,0,Paralysis,26,,0,,0,0,6.5.11.8.0.0 6.5.11.9.1.0 6.5.11.9.4.0,0,,,,,,,,,,,,0,0,1
200193,198659,Hammer,1950,1300,100,0,,0,,0,,0,0,6.4.5.5.0.0 6.4.5.7.0.0 6.4.5.10.0.0,0,,,,,,,,,,,,0,0,0
200194,200193,Hammer,0,2600,110,0,,0,,0,,0,0,4.6.8.7.0.0 4.6.8.9.0.0 4.6.8.12.0.0,0,,,,,,,,,,,,0,0,0
200195,200194,Hammer,0,3900,130,0,,0,,0,,0,0,6.4.5.10.0.0 6.4.5.12.0.0 6.4.5.15.0.0,0,,,,,,,,,,,,0,0,0
200196,200195,Hammer,0,16900,140,0,,0,,0,,0,0,6.3.9.12.0.0 6.3.9.14.0.0 6.3.9.14.3.0,0,,,,,,,,,,,,0,0,0
200197,200196,Hammer,0,18200,180,0,,0,,0,,0,0,5.4.12.12.2.0 5.4.12.12.4.0 5.4.12.12.6.1,0,,,,,,,,,,,,0,0,0
200198,200197,Hammer,0,19500,220,0,,0,,0,,0,0,10.7.3.12.3.0 10.7.3.12.5.0 10.7.3.12.7.1,0,,,,,,,,,,,,0,0,1
200449,200196,Hammer,0,140000,160,0,,0,,0,,0,8,7.8.3.11.1.0 7.8.3.11.3.0 7.8.3.11.5.1,0,,,,,,,,,,,,2,0,0
200450,200449,Hammer,0,154000,180,0,,0,,0,,0,8,9.2.9.13.2.0 9.2.9.13.4.0 9.2.9.13.5.2,0,,,,,,,,,,,,2,0,0
200451,200450,Hammer,0,168000,210,0,,0,,0,,0,8,8.7.4.14.2.0 8.7.4.14.4.0 8.7.4.14.5.2,0,,,,,,,,,,,,2,0,1
200705,200195,Hammer,16500,110000,140,0,,0,,0,,0,0,6.4.12.8.0.0 6.4.12.10.0.0 6.4.12.10.3.0,0,,,,,,,,,,,,2,0,0
200706,200705,Hammer,0,121000,160,0,,0,,0,,0,0,5.3.13.9.0.0 5.3.13.10.1.0 5.3.13.10.4.0,0,,,,,,,,,,,,2,0,0
200707,200706,Hammer,0,132000,180,0,,0,,0,,0,0,6.4.9.11.0.0 6.4.9.12.1.0 6.4.9.12.3.1,0,,,,,,,,,,,,3,0,0
200708,200707,Hammer,0,143000,220,0,,0,,0,,0,0,5.3.15.12.0.0 5.3.15.12.2.0 5.3.15.12.3.2,0,,,,,,,,,,,,3,0,1
200961,200706,Hammer,22500,150000,170,0,Thunder,15,,0,,0,0,15.2.8.9.1.0 15.2.8.9.3.0 15.2.8.9.4.2,-20,,,,,,,,,,,,0,0,0
200962,200961,Hammer,0,165000,180,0,Thunder,18,,0,,0,0,7.7.11.8.2.0 7.7.11.8.4.0 7.7.11.8.4.3,-20,,,,,,,,,,,,0,0,0
200963,200962,Hammer,0,180000,190,0,Thunder,24,,0,,0,0,9.4.11.7.4.0 9.4.11.7.6.0 9.4.11.7.6.3,-15,,,,,,,,,,,,0,0,0
200964,200963,Hammer,0,195000,200,0,Thunder,28,,0,,0,0,2.5.17.6.5.0 2.5.17.6.6.1 2.5.17.6.6.4,-15,,,,,,,,,,,,0,0,1
201217,200962,Hammer,0,222220,170,0,Thunder,30,,0,,0,0,17.6.4.9.3.1 17.6.4.9.3.1 17.6.4.9.3.1,-10,,,,,,,,,,,,1,0,0
201218,201217,Hammer,0,244442,180,0,Thunder,31,,0,,0,0,20.1.2.11.5.1 20.1.2.11.5.1 20.1.2.11.5.1,-10,,,,,,,,,,,,1,0,0
201219,201218,Hammer,0,266664,190,0,Thunder,32,,0,,0,0,8.7.4.14.5.2 8.7.4.14.5.2 8.7.4.14.5.2,-10,,,,,,,,,,,,1,0,1
201473,200194,Hammer,0,1800,80,0,Fire,18,,0,,0,5,8.7.4.6.0.0 8.7.4.8.0.0 8.7.4.11.0.0,0,,,,,,,,,,,,1,0,0
201474,201473,Hammer,0,3600,120,0,Fire,20,,0,,0,8,7.4.5.9.0.0 7.4.5.11.0.0 7.4.5.14.0.0,0,,,,,,,,,,,,1,0,0
201475,201474,Hammer,0,21600,130,0,Fire,22,,0,,0,10,7.3.10.9.1.0 7.3.10.9.3.0 7.3.10.9.6.0,0,,,,,,,,,,,,1,0,0
201476,201475,Hammer,0,23400,160,0,Fire,24,,0,,0,10,7.7.11.8.2.0 7.7.11.8.4.0 7.7.11.8.4.3,0,,,,,,,,,,,,1,0,0
201477,201476,Hammer,0,25200,200,0,Fire,26,,0,,0,12,6.4.12.10.3.0 6.4.12.10.4.1 6.4.12.10.4.4,0,,,,,,,,,,,,1,0,1
201729,201475,Hammer,0,140000,150,0,Fire,46,,0,,0,6,10.7.3.12.3.0 10.7.3.12.5.0 10.7.3.12.7.1,0,,,,,,,,,,,,2,0,0
201730,201729,Hammer,0,154000,160,0,Fire,48,,0,,0,6,5.3.13.10.4.0 5.3.13.10.6.0 5.3.13.10.8.1,0,,,,,,,,,,,,2,0,0
201731,201730,Hammer,0,168000,180,0,Fire,50,,0,,0,6,5.7.8.10.5.0 5.7.8.10.7.0 5.7.8.10.8.2,0,,,,,,,,,,,,2,0,1
201985,198658,Hammer,0,1200,80,0,,0,,0,,0,0,7.3.4.1.0.0 7.3.4.3.0.0 7.3.4.6.0.0,5,,,,,,,,,,,,0,0,0
201986,201985,Hammer,0,2400,110,0,,0,,0,,0,0,7.7.3.3.0.0 7.7.3.5.0.0 7.7.3.8.0.0,5,,,,,,,,,,,,0,0,0
201987,201986,Hammer,0,3600,130,0,,0,,0,,0,0,10.7.3.5.0.0 10.7.3.7.0.0 10.7.3.10.0.0,10,,,,,,,,,,,,0,0,0
201988,201987,Hammer,0,4800,140,0,,0,,0,,0,0,8.7.4.6.0.0 8.7.4.8.0.0 8.7.4.11.0.0,10,,,,,,,,,,,,0,0,0
201989,201988,Hammer,0,16800,160,0,,0,,0,,0,0,20.1.2.7.0.0 20.1.2.9.0.0 20.1.2.11.1.0,15,,,,,,,,,,,,0,0,0
201990,201989,Hammer,0,18000,190,0,,0,,0,,0,0,6.5.16.7.1.0 6.5.16.7.3.0 6.5.16.7.3.3,15,,,,,,,,,,,,0,0,0
201991,201990,Hammer,0,19200,220,0,,0,,0,,0,0,11.11.5.6.2.0 11.11.5.6.3.1 11.11.5.6.3.4,15,,,,,,,,,,,,0,0,1
202241,201987,Hammer,0,2600,120,0,Thunder,10,,0,,0,0,8.2.3.7.0.0 8.2.3.9.0.0 8.2.3.12.0.0,0,,,,,,,,,,,,1,0,0
202242,202241,Hammer,0,5200,130,0,Thunder,12,,0,,0,0,7.4.5.9.0.0 7.4.5.11.0.0 7.4.5.14.0.0,0,,,,,,,,,,,,1,0,0
202243,202242,Hammer,0,31200,150,0,Thunder,14,,0,,0,0,7.3.4.11.0.0 7.3.4.13.0.0 7.3.4.16.0.0,0,,,,,,,,,,,,1,0,0
202244,202243,Hammer,0,33800,180,0,Thunder,16,,0,,0,0,6.3.10.10.1.0 6.3.10.10.3.0 6.3.10.10.6.0,0,,,,,,,,,,,,1,0,0
202245,202244,Hammer,0,36400,220,0,Thunder,18,,0,,0,0,11.5.6.12.1.0 11.5.6.12.2.1 11.5.6.12.2.4,0,,,,,,,,,,,,1,0,1
202497,202243,Hammer,0,140000,160,0,Thunder,28,,0,,0,0,8.7.4.14.2.0 8.7.4.14.4.0 8.7.4.14.5.2,5,,,,,,,,,,,,2,0,0
202498,202497,Hammer,0,154000,170,0,Thunder,30,,0,,0,0,8.7.3.14.3.0 8.7.3.14.5.0 8.7.3.14.5.3,5,,,,,,,,,,,,2,0,0
202499,202498,Hammer,0,168000,190,0,Thunder,32,,0,,0,0,6.4.5.16.4.0 6.4.5.16.5.1 6.4.5.16.5.4,5,,,,,,,,,,,,2,0,1
202753,201985,Hammer,0,1300,80,0,Ice,20,,0,,0,0,6.4.5.5.0.0 6.4.5.7.0.0 6.4.5.10.0.0,0,,,,,,,,,,,,0,0,0
202754,202753,Hammer,0,2600,90,0,Ice,25,,0,,0,0,4.6.8.7.0.0 4.6.8.9.0.0 4.6.8.12.0.0,0,,,,,,,,,,,,0,0,0
202755,202754,Hammer,0,3900,120,0,Ice,30,,0,,0,0,2.4.10.9.0.0 2.4.10.11.0.0 2.4.10.13.1.0,0,,,,,,,,,,,,1,0,0
202756,202755,Hammer,0,16900,130,0,Ice,35,,0,,0,0,2.4.10.13.1.0 2.4.10.13.3.0 2.4.10.13.6.0,0,,,,,,,,,,,,1,0,0
202757,202756,Hammer,0,18200,200,0,Ice,40,,0,,0,0,5.2.10.15.3.0 5.2.10.15.5.0 5.2.10.15.6.2,0,,,,,,,,,,,,1,0,1
203009,0,Hammer,1650,0,80,0,,0,,0,,0,0,8.4.3.0.0.0 8.4.5.0.0.0 8.4.8.0.0.0,0,,,,,,,,,,,,0,0,0
203010,203009,Hammer,0,2200,100,0,,0,,0,,0,0,7.3.5.0.0.0 7.3.7.0.0.0 7.3.10.0.0.0,0,,,,,,,,,,,,0,0,0
203011,203010,Hammer,0,3300,110,0,,0,,0,,0,0,10.2.8.0.0.0 10.2.10.0.0.0 10.2.13.0.0.0,0,,,,,,,,,,,,0,0,0
203012,203011,Hammer,0,4400,130,0,,0,,0,,0,0,5.2.13.0.0.0 5.2.15.0.0.0 5.2.18.0.0.0,0,,,,,,,,,,,,0,0,0
203013,203012,Hammer,0,5500,140,0,,0,,0,,0,0,5.3.15.2.0.0 5.3.15.4.0.0 5.3.15.7.0.0,0,,,,,,,,,,,,0,0,0
203014,203013,Hammer,0,16500,170,0,,0,,0,,0,0,5.3.14.3.0.0 5.3.14.5.0.0 5.3.14.8.0.0,0,,,,,,,,,,,,0,0,0
203015,203014,Hammer,0,17600,210,0,,0,,0,,0,0,5.3.13.4.0.0 5.3.13.6.0.0 5.3.13.9.0.0,0,,,,,,,,,,,,0,0,0
203016,203015,Hammer,0,18700,240,0,,0,,0,,0,0,3.6.16.5.0.0 3.6.16.7.0.0 3.6.16.8.2.0,0,,,,,,,,,,,,0,0,1
203265,203013,Hammer,0,2400,110,0,Water,14,,0,,0,0,4.6.8.2.0.0 4.6.8.4.0.0 4.6.8.7.0.0,0,,,,,,,,,,,,2,0,0
203266,203265,Hammer,0,26400,140,0,Water,17,,0,,0,0,5.4.12.4.0.0 5.4.12.6.0.0 5.4.12.9.0.0,0,,,,,,,,,,,,2,0,0
203267,203266,Hammer,0,28800,180,0,Water,20,,0,,0,0,7.7.11.5.0.0 7.7.11.7.0.0 7.7.11.8.2.0,0,,,,,,,,,,,,2,0,0
203268,203267,Hammer,0,31200,200,0,Water,23,,0,,0,0,9.4.11.6.0.0 9.4.11.7.1.0 9.4.11.7.4.0,0,,,,,,,,,,,,2,0,1
203521,203012,Hammer,0,1300,100,0,Poison,12,,0,,0,0,7.4.5.4.0.0 7.4.5.6.0.0 7.4.5.9.0.0,5,,,,,,,,,,,,0,0,0
